ENSEMBL,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000015668,346.667230310136,-1.2217671053993635,0.16376517703769292,-7.460481693969385,8.620673270954503e-14,3.3630827736924874e-12
ENSMUSG00000015745,365.81716628658137,1.3465236447680022,0.4556259446189169,2.9553269752762374,0.0031233783589773227,0.017736807511401796
ENSMUSG00000015749,1879.4528385792241,-1.2385554013222455,0.1405409011568171,-8.812775434962179,1.2208495462371258e-18,8.075980994991342e-17
ENSMUSG00000015880,622.3207573222621,-1.8259718729461287,0.20839390057262958,-8.762117643216433,1.916161447469084e-18,1.2426149924423282e-16
ENSMUSG00000015980,56.89274731237472,-1.6443153147292842,0.312039697369107,-5.269570918677852,1.3674303180580198e-7,2.448122841787289e-6
ENSMUSG00000016128,21.893529926125836,4.156431557206911,1.2061042312483392,3.4461628187017728,5.686076567980927e-4,0.004292553757179189
ENSMUSG00000016239,817.4495017095084,-1.1881063243307877,0.18379325621331938,-6.464362995733716,1.0172641346959741e-10,2.814051373447786e-9
ENSMUSG00000016637,169.37780172134947,-1.1983870622502597,0.12760034511971285,-9.391722734965565,5.902678809276251e-21,4.989277101225426e-19
ENSMUSG00000017002,4036.622140757256,2.361561291408383,0.19330153054822885,12.216981855811905,2.5227782141180436e-34,5.544225588560087e-32
ENSMUSG00000017144,974.078379925233,1.3783254347043548,0.17467546121689648,7.890778848397444,3.003064080124286e-15,1.3749445472402373e-13
ENSMUSG00000017146,664.802359434463,-2.6506714147654176,0.27213314871648586,-9.740347426497989,2.028596047095926e-22,1.9961990654482748e-20
ENSMUSG00000017309,134.56444709861256,1.4571504406035325,0.3230055559155475,4.511224076233898,6.445458729923224e-6,8.332335177722317e-5
ENSMUSG00000017390,1169.4858135105296,-1.0379795764514435,0.15680498067746693,-6.619557439865189,3.602758328231461e-11,1.046387033393393e-9
ENSMUSG00000017400,196.64779947885702,1.566200506587366,0.19535937835114014,8.017022370803554,1.083393958996476e-15,5.23922961246731e-14
ENSMUSG00000017417,467.38292361229355,1.1436495041678334,0.1785508974173138,6.405173654741516,1.5019832755942215e-10,4.080731759337652e-9
ENSMUSG00000017499,356.7685457187476,-3.098384092919017,0.3467423189337129,-8.93569640546627,4.046215693166042e-19,2.848046270289365e-17
ENSMUSG00000017550,500.2556135369886,-2.0494796044666272,0.14690629447817094,-13.95093118199345,3.105244475817092e-44,1.574836679158622e-41
ENSMUSG00000017667,32.212252755721785,1.1822999076058016,0.3002092024444873,3.938253384569131,8.207689476889117e-5,8.061083297350225e-4
ENSMUSG00000017716,835.031268477424,-2.6318587369839954,0.19899062591110878,-13.226043814544685,6.206951217166321e-40,2.2734682985987533e-37
ENSMUSG00000017767,7.639100142554008,2.3916554137659523,0.9341057012977139,2.56036914285324,0.010456103279658098,0.0465697356290377
ENSMUSG00000017861,362.14500861730755,-2.39696597405161,0.18600839515345577,-12.886332211372114,5.373943995260408e-38,1.6352498197270095e-35
ENSMUSG00000018012,178.55083031595677,1.2579601127329312,0.14224904728238547,8.843364062999267,9.287898194976901e-19,6.227299606727055e-17
ENSMUSG00000018102,836.8289205122366,1.8229901540935993,0.21775657167892698,8.371688349233944,5.679849670081041e-17,3.1645562429445888e-15
ENSMUSG00000018168,39.73426999526594,2.9517545292906853,0.39857653832872225,7.405740793644641,1.3042035730955747e-13,4.960738936972572e-12
